gene,correlation
LOC202181,0.104595905
FAM98B,0.104584104
DBN1,0.104578177
CPT1C,0.104570854
ABCA7,0.104546522
ANKRD19P,0.104540388
C11orf87,0.1045379
ISL1,0.104427179
HRASLS5,0.104426691
LIN7B,0.10439831
EIF2AK2,0.104383549
KALRN,0.104363073
LY9,0.104360781
FRRS1L,0.104344071
CTXN1,0.104337567
CAMK4,0.10432551
APOO,0.104317831
CPNE8,0.104282878
CADPS2,0.104268216
HPRT1,0.104246363
HEATR5B,0.104235737
LDHAL6A,0.104234515
HSDL1,0.104182391
DNAJB12,0.104163072
KIAA1324,0.104123907
LRCH2,0.104123562
BLVRB,0.104113165
IQUB,0.104080268
EXD3,0.104077786
KISS1R,0.104072575
KCNV1,0.104069751
ADRA1A,0.104058237
CCNL2,0.104017802
MANSC1,0.104016102
KRTAP20_2,0.103997591
CBX4,0.103986676
FAM49A,0.103983556
MED23,0.103958436
EPS15L1,0.103938853
LINC00167,0.103930721
CREBZF,0.103928359
ATP6V1C1,0.103925257
KPNA1,0.103916384
KCNK2,0.103899699
FAM174B,0.103868742
FZD1,0.103868594
GALE,0.10386787
CALHM2,0.103867427
EFHD2,0.103848222
INHA,0.103839789
CHRNA4,0.10383663
HECTD2,0.103783483
FAF1,0.103768125
BCL2L13,0.103749732
FAM182B,0.103731862
CABP7,0.103726484
GABRA2,0.103723808
MBD4,0.103721519
LRRC27,0.103710512
COX7A1,0.103710079
ACOT9,0.103649749
EPB41L4B,0.103588281
DLGAP3,0.103578042
CHRNA7,0.103556326
CACNA1A,0.103541135
IDH1,0.103538189
GLIS3_AS1,0.103537996
MGC70870,0.103523796
KRTAP8_1,0.103499509
H1F0,0.103493331
CAPN10,0.103486942
ARHGAP12,0.103482962
LMF2,0.103475208
HDGFL1,0.103472676
BIRC6,0.103471161
KCNC3,0.103466451
DNAJC2,0.10344464
LPL,0.103435391
KCTD7,0.103421327
DLG3,0.103401099
KPNB1,0.10339777
ANAPC13,0.103390451
CDCA8,0.103372638
CERK,0.103366272
EVPLL,0.103349538
CCDC136,0.103348224
ACTR3B,0.103339594
AGXT,0.103332522
CRY2,0.103330529
JDP2,0.103326922
CXADRP3,0.103326758
BAAT,0.103301632
HYAL3,0.103264652
EPB41L3,0.103261843
ARFGAP3,0.103252621
C11orf21,0.103222836
FBXO27,0.103211972
CCDC97,0.103204833
C6orf99,0.103203818
LETM2,0.103183466
GNG10,0.103172552
DMWD,0.103169072
CLCN1,0.10315708
C1QBP,0.103154253
CORO1A,0.103148321
AAGAB,0.103139123
C2orf54,0.103135829
FAM173A,0.103124647
LRRC26,0.103122729
CHPT1,0.103068912
FHL1,0.103051756
HGSNAT,0.103051013
JAKMIP1,0.103047643
KIAA1468,0.103032133
ATP8B1,0.103030074
ABLIM3,0.103015842
LOC644189,0.102998888
CYS1,0.102996785
COIL,0.102991203
DYNLT3,0.102981402
GPR173,0.102978529
BMP2,0.102972708
ABCD2,0.102941456
MFN1,0.102924198
IGF2R,0.10292286
ARL6,0.102917253
ARRDC3,0.102893962
CYBB,0.102885856
EHBP1,0.102879364
ARRDC1,0.102871159
L3MBTL2,0.10286082
INTS5,0.102854346
DGKI,0.102841942
FCRLB,0.102829964
HIST1H4I,0.102809707
FGFR1,0.102795266
CA7,0.102788975
AKT3,0.102762451
COL5A1,0.102747174
E2F4,0.102740389
FYN,0.102705086
GPR162,0.102667103
COL6A3,0.102644161
DIS3L,0.102641871
EPHA8,0.102614865
AP4E1,0.10260521
ADCK5,0.102604073
IRF2BP1,0.102554865
CAMK1D,0.10254606
MEG3,0.102540162
DPY19L2,0.102531956
ADAM28,0.10252272
CTNNA2,0.102509955
FANCI,0.10248476
FAM43A,0.102472484
CRYBB2P1,0.102463499
CRYBB2,0.102430752
LRRC56,0.102421154
LRRTM1,0.102394017
KIAA1522,0.10237587
ME1,0.102365048
MAPT,0.10233505
CLDN19,0.102330291
IRS2,0.102319546
EPN2,0.102315759
CACNA1E,0.10230946
HNRNPAB,0.102307181
DOC2A,0.102287243
FXN,0.10227434
KLHDC10,0.102266977
FSD1,0.102254735
ATP7B,0.102241277
ACP1,0.102221465
HERC1,0.102219152
BCL7A,0.102218064
HGF,0.102204508
DUSP22,0.102194714
EFNB1,0.10217411
GPD1,0.102162248
EXOC7,0.102154396
EGLN1,0.10215352
BMF,0.102127742
ESYT3,0.10211457
IMMT,0.102109468
CR2,0.102106237
DYRK1A,0.102101337
HNRNPK,0.102093917
CEBPA,0.102093589
CCNC,0.102092875
ADRB2,0.102084635
FGD3,0.102083854
ING1,0.102065297
CD84,0.102052802
DIDO1,0.102031878
CBLN4,0.102020017
ASMTL,0.102008632
FAM129A,0.102003265
LTB4R2,0.101987203
KCNH3,0.101985958
CHRNA2,0.101974887
ME2,0.101972644
FBXL20,0.101966096
GABRG1,0.101956353
KRTAP6_2,0.10193226
C4BPB,0.101919802
GREM1,0.101906046
MAPK14,0.101905332
MICAL3,0.101905291
C3orf35,0.101899983
ARSG,0.101899752
INSIG2,0.101891845
KLK14,0.101875081
CD163L1,0.101870774
ATG2B,0.101843462
CHRD,0.101841564
EYA4,0.101836284
GABRB2,0.101816756
CYB5B,0.101813751
EFR3B,0.101795241
BDP1,0.10179278
GGPS1,0.101783885
DPM3,0.101779736
ATF6,0.101748862
INPP5E,0.101746042
GJD3,0.101738804
KIAA0232,0.10173648
GSPT2,0.101726992
DIO2,0.10172617
C18orf12,0.101726146
CD37,0.101724019
ALOX12B,0.101721934
CLIP1,0.101719586
AGPAT3,0.101715644
KLK2,0.101707494
C20orf144,0.10170128
CASK,0.101691141
HOXA3,0.101687833
FCN3,0.101675074
DERL1,0.10165094
LOC643387,0.101646208
CHN1,0.101635141
LOH12CR2,0.101628453
COX6B1,0.10162695
BEST4,0.101616249
DNASE1L2,0.101582362
ISCA1,0.101571599
B3GNT7,0.101567649
MESP2,0.101557809
C16orf92,0.101551249
DBI,0.101547696
KIF5A,0.101531618
HELZ,0.101494705
FBXL19,0.10149319
MCAT,0.101485722
DLG4,0.1014749
DNAJC9,0.101474137
AGAP2,0.101468966
HCFC1,0.10146841
GTF2F2,0.101444955
DGKH,0.101422556
ALKBH6,0.101419185
CCND3,0.101399406
INPP5K,0.101395965
GTPBP10,0.101336182
LIPC,0.101332955
ACOT7,0.101268661
ABCC10,0.101250118
FAM103A1,0.101220009
CPEB2,0.101209917
IPO5,0.101198894
FABP5P3,0.101170444
CUX2,0.101159506
MATN3,0.101151059
ATN1,0.101132564
HTR2C,0.101127568
LMCD1,0.101102281
EPHB2,0.101085391
ARSJ,0.101082354
KCNJ9,0.101070027
GNPNAT1,0.101063308
CADM1,0.10101931
HS3ST4,0.10100243
GNA15,0.100998535
AKIRIN1,0.100995235
APRT,0.100993847
CPAMD8,0.100989495
CHTF18,0.100985149
COL19A1,0.100958724
BBC3,0.100939178
CHST4,0.10092524
KIF5C,0.100906872
CSTF3,0.10090065
BNIPL,0.10088525
HSD17B11,0.100883768
LSP1,0.100872937
LSM11,0.100862576
BLNK,0.10084646
FAIM,0.10084264
CFD,0.100836031
CA10,0.100833652
AOC3,0.100825741
DYRK1B,0.100816479
ABCA10,0.10081424
DLGAP4,0.100799902
C1orf115,0.100796561
FAM172A,0.100778142
ANO8,0.100777378
GRIP1,0.100773878
HIP1R,0.100771327
FBXL6,0.100731872
FAM83E,0.100725997
ATCAY,0.100699568
CCDC112,0.100692305
CEP290,0.100663791
CCDC166,0.100659935
HSPA14,0.100658581
FOSL2,0.100657937
HSD11B1L,0.10064239
CACNG3,0.100634651
CHAF1B,0.100624107
GRIA4,0.100619432
DNALI1,0.100616287
KLK8,0.100594608
ATF2,0.100588619
IL17RC,0.100587852
DRP2,0.100587656
HIST1H4A,0.100578524
MIAT,0.10057366
CCK,0.100564629
HDHD2,0.100551226
DHDDS,0.100523386
CEACAM19,0.100519556
BAIAP2,0.100514785
DCDC2B,0.100513755
CTRC,0.100505946
C6orf118,0.100505297
HCN1,0.10049867
ANO10,0.100486622
AFF3,0.100483112
IPO8,0.10047226
DNAJC12,0.100443762
IPO7,0.100413902
KCTD2,0.100409194
DOCK4,0.100407775
CSNK2A1,0.100407648
HCST,0.100381708
KLHL2,0.100354478
MAPK10,0.10034917
ARFGEF1,0.100342879
GUF1,0.100329376
FBXO44,0.100320054
LMTK2,0.100315534
DDX20,0.10030582
LRRC45,0.100300145
MAN1B1,0.100299739
JAK1,0.100298206
ADARB1,0.100297633
KIAA1586,0.100295425
ASNSD1,0.100289368
GALR3,0.100286504
DHX58,0.100279453
HMGB3,0.100261699
KCNH1,0.100239248
KAZALD1,0.100206339
DHX8,0.100189848
AGBL4,0.100178763
MATK,0.100178588
CSGALNACT1,0.100169089
MEF2C,0.100161455
DOPEY1,0.100158562
LTA,0.100139496
C9orf72,0.100122347
CPNE2,0.100120747
BIN3,0.100105166
CD276,0.10010515
LRRC4,0.100095337
LRP11,0.100072199
MAD2L1BP,0.100070113
C6orf52,0.100062477
HMX3,0.100049155
ANK2,0.100041379
ANKRD9,0.100028786
DNAJC24,0.100024562
ABCB6,0.10001574
KRTAP10_11,0.100012085
CAPG,0.10000801
HLA_DMA,0.099984091
DIRAS2,0.099979442
FRS3,0.09997782
EFCAB6,0.099972656
ARPC5,0.09996931
KIAA0368,0.099960059
CISD1,0.09992368
GCAT,0.099921794
LCN15,0.099919608
ERLIN1,0.099917988
CDC34,0.099912295
C19orf57,0.099910588
AHCY,0.099902958
ADCY7,0.099882868
ANKRD65,0.099880915
FIGN,0.099875253
CES1,0.099837467
ANKRD29,0.099799117
AHNAK2,0.099795924
FAM122A,0.099795309
MDFI,0.099794984
ATRNL1,0.099773732
DDX28,0.099742553
LPCAT1,0.099737518
ALG11,0.099731699
ANXA6,0.099713332
KCNT2,0.099696736
ADAMTS13,0.099694607
KLHL36,0.099690718
IL2RB,0.099675072
BYSL,0.099662696
FAM126A,0.099642687
INSIG1,0.099627104
HM13,0.099605321
MAGEA6,0.099587952
C16orf74,0.099578182
CACNG6,0.099576985
CSF1R,0.099568843
KLHL8,0.099567927
DYNC1H1,0.099560196
LMTK3,0.0995262
CDV3,0.099516062
GPM6B,0.099489272
FEN1,0.099453911
CSH1,0.099448487
LBX2_AS1,0.099448409
ARC,0.099441341
KBTBD3,0.099429594
CLIC6,0.099411213
LRWD1,0.099408388
ATP6V1G1,0.099404693
CACNA1H,0.099382464
ARHGEF15,0.099360263
FAM167B,0.099341729
BACH2,0.099336436
LRRK1,0.09932619
FCGBP,0.099315099
FABP1,0.099312827
CCDC137,0.099295656
CRK,0.099292572
CTTNBP2NL,0.099267194
LRRTM2,0.099266968
HIST1H4H,0.099265362
KCNQ3,0.099261349
GCHFR,0.09925541
DAZAP1,0.099243739
CHMP7,0.099234372
MAP2K6,0.099212236
IRF5,0.099203785
GRPEL1,0.099181406
KRTAP2_1,0.099173091
KCNH2,0.099172057
DOLK,0.099156917
IL26,0.099151259
KIRREL3,0.09914609
DNAJB7,0.099131739
MAOB,0.099105175
ITGA2B,0.099104374
KHDRBS3,0.099090472
ARG2,0.099060939
MAGI3,0.099037864
C3AR1,0.099022139
CSRNP3,0.099019309
MEGF11,0.099006215
EIF1AY,0.098997479
GPR179,0.09899501
COPZ1,0.098985302
MAPK8,0.098980618
HLA_DOA,0.098971938
COL12A1,0.09896081
C2orf73,0.098951214
HK1,0.098937506
ATG12,0.098919295
METTL1,0.098913215
ANKRD42,0.098909133
CALU,0.098908385
ATG4B,0.098906679
INSM2,0.098905285
CREB1,0.098904289
EGR3,0.098896463
KLRG1,0.098876753
ERAL1,0.098873212
C11orf49,0.098848848
MAP7D2,0.098843636
CTTN,0.098833076
ANKRD46,0.098831688
FCER1G,0.098825055
LSM12,0.098819197
KRAS,0.098805021
LYPD5,0.098789617
ART5,0.098784137
BEX2,0.098777695
LRRC8A,0.09876245
FAM138E,0.098762294
CTRB1,0.098756179
GIT1,0.098751593
AGFG1,0.098732962
ACOX3,0.098730081
LIN7C,0.098714914
APCDD1L,0.098706501
ARMCX1,0.098706194
GTF2B,0.098700032
DPY30,0.098691726
GLIS2,0.098685424
CCDC107,0.098682931
FOXB1,0.098679079
ABCC5,0.098657153
DDX52,0.098654699
DCAF15,0.098653631
GPI,0.098651572
CTNNAL1,0.098648183
CRLF2,0.098624442
BNIP1,0.098619303
ENPP7,0.09861004
ASCL5,0.098608762
DNAH2,0.09858969
GPR142,0.098586442
CALB2,0.098573815
APBB1IP,0.098572547
ABCC6,0.098569724
CAND2,0.098541349
EVX1,0.098528825
CAPS2,0.098523242
HTR3B,0.098522568
KNTC1,0.098519992
B3GNT9,0.098507041
MAP9,0.098504576
MAL2,0.098495994
CACHD1,0.098481625
CSNK1D,0.098470615
MCM4,0.09845785
ATMIN,0.098453669
DAXX,0.098453514
HIST1H4E,0.098429147
KLHDC8A,0.098382845
KCNMA1,0.098376234
DNAH12,0.098369757
FBXW2,0.098359022
LINGO3,0.098346807
GPR176,0.098335156
CBX6,0.098328353
MEN1,0.098323638
IGLL1,0.098313713
ADCYAP1R1,0.098312364
ASB13,0.098303184
HSPA4,0.098277889
IQCH,0.098270311
CPNE9,0.09826765
HSPH1,0.098261901
KIAA1671,0.098259575
KSR1,0.098236829
BMP8B,0.098235885
BTBD2,0.098214089
HNRNPA0,0.09821226
DOCK3,0.098210871
ISY1,0.098204741
B3GNTL1,0.098199605
CCZ1B,0.098194665
DUSP3,0.098190513
LPAR5,0.098184482
LYRM7,0.098184275
GOLGA5,0.098168449
CEP68,0.098159719
MED6,0.098148542
KRTAP22_1,0.098111148
GGT7,0.098097926
ARID3B,0.098086573
MGAT2,0.098058757
CACNA1G,0.098057478
B4GALT5,0.098024932
ABCC8,0.098018505
GRIN1,0.098009129
C1orf229,0.097982629
BRI3BP,0.097977904
D2HGDH,0.097973659
DGKQ,0.097970689
CHN2,0.097963134
EPHA6,0.097957939
AGAP11,0.097954244
FBN3,0.097953323
LIAS,0.097949633
MAFIP,0.097935906
ARID1B,0.097934027
GH1,0.097933229
EMB,0.097924645
FBXL12,0.097919885
KRTAP12_3,0.097914373
ACPP,0.097867068
HTR2A,0.097833692
C5orf30,0.097828019
ASAP1,0.097827821
ASAH2,0.097820459
C1orf159,0.097796525
KCNIP3,0.097790876
LHX3,0.097790072
CYP1B1,0.097759252
CFP,0.097755336
MBLAC1,0.097745614
MAP3K19,0.097741073
DAP3,0.097740137
CYP26C1,0.097738605
ARHGDIA,0.097735764
C7,0.0977329
LGALS14,0.097728603
ANO3,0.097725194
DUSP8,0.097712964
ACBD4,0.097698757
GYS1,0.097688071
ATP2B2,0.097682853
DMRTA1,0.097673448
LIMD2,0.097671664
GFRA2,0.097670226
FABP5,0.097654823
CLIC2,0.097653227
CCDC141,0.097649315
MAFK,0.097638508
B3GNT6,0.097636107
FTMT,0.097635376
LRFN3,0.097634347
AP1M1,0.097626045
FZD9,0.097597242
FAM84A,0.097595377
ADAM22,0.097587237
LMAN1L,0.097579017
GTDC1,0.097564128
MAFA,0.097563452
LCN6,0.097562125
C16orf72,0.097558655
GPATCH8,0.097549607
FGFR4,0.097533738
ANKRD33,0.097530299
CALCOCO2,0.097529283
BRAF,0.097524697
FSCN1,0.097524225
MATR3,0.097513625
LGR6,0.097512813
MAP1A,0.097509647
FSCN2,0.097500446
METTL2B,0.097499734
BIN1,0.097490785
IGLL3P,0.097488286
LNX1,0.097480525
ADAP2,0.097469825
C11orf80,0.097466332
ASIP,0.097442431
ENY2,0.097442384
APTX,0.097442266
CLOCK,0.097437894
ABCA6,0.097420303
KIAA0087,0.097414026
KLF10,0.097404586
LY86,0.097394002
ARHGEF7,0.097385424
CLN3,0.097380932
MAPK8IP2,0.097376435
CCDC70,0.097364191
BTBD11,0.097363454
KRT78,0.09735579
FH,0.097347114
GALNT9,0.097346375
MED19,0.097339264
KDELR2,0.097333853
AKAP5,0.097331559
ANAPC4,0.097327332
CCND2,0.097305935
BIRC2,0.0972994
LIPN,0.097293519
CD300LB,0.097269053
ASS1,0.09726454
ARL2BP,0.09725807
COL24A1,0.097257123
EIF4E1B,0.097254631
CCDC58,0.097249682
ANXA11,0.097237246
IPCEF1,0.097227279
CEBPG,0.097227188
ELAVL4,0.097225667
INPP5F,0.097224233
ATG16L2,0.097224148
MAP4,0.097207368
ADCY2,0.097190081
LINC00339,0.097158735
CDS1,0.097121771
ARNTL,0.097099024
F2RL1,0.097095667
DTD1,0.097076707
FBXO42,0.097050019
C16orf58,0.097039998
DNAJC16,0.097019043
CRLF3,0.097014547
ACTBL2,0.096999042
EXOC2,0.096995373
HIST1H2BC,0.096980826
ABCC1,0.096978813
CPD,0.096977707
GCM1,0.096969664
ARHGAP4,0.096965023
JAG1,0.096951422
IFITM5,0.096921448
CLPB,0.096909216
LACTB,0.096907224
CYP4F35P,0.096903032
ARFGAP2,0.096890319
ASAH1,0.0968869
FBXO17,0.09688483
C20orf194,0.096876669
KIF1A,0.096874124
C1orf21,0.096870371
FGF12,0.096869786
CRBN,0.096867432
ACER3,0.096859597
GTF2F1,0.096846375
JAK2,0.096846313
GSTM5,0.096831541
CMTM3,0.096831284
BEX5,0.09682039
CHRNB2,0.096804863
ITFG1,0.096803854
CRKL,0.096769124
ACAD8,0.096761953
CLDN4,0.09675858
BTRC,0.096754805
KLF1,0.096746979
ARF4,0.096725996
KLHL18,0.096721197
ACSM2A,0.096711515
MAN1C1,0.09670871
CDKL1,0.096704912
FUT3,0.096704035
FBLN2,0.096697064
ADCY6,0.096697051
HECW1,0.096696818
CCDC15,0.096683621
C1QC,0.096671748
LYSMD4,0.096650419
GCLM,0.09663491
IFT74,0.096628945
EEF2K,0.096626021
AGMAT,0.096625618
FOLR1,0.09661731
GPR25,0.096607651
CXCL5,0.096605967
CD99L2,0.096595116
MAPK1IP1L,0.096590736
MARCKSL1,0.096585014
ATP8A1,0.096584803
FGF7,0.09657885
IQCB1,0.096568576
COL6A1,0.096567346
KCNC1,0.096564204
ICAM4,0.096561923
LPAR6,0.096550094
LYPD1,0.096537565
GPC1,0.09652861
IL7R,0.096527784
MBTPS2,0.096514221
CORO6,0.096511143
DTX3,0.096504642
ENOX2,0.096489021
LY86_AS1,0.096484604
FILIP1L,0.096476052
ADAMTS7,0.096462466
CALCA,0.096457666
LDLR,0.096455756
HIST1H2AB,0.096443807
KRT15,0.096442881
FAM69B,0.096438881
DEFB118,0.096412795
GH2,0.096397312
ABI3,0.096392013
JMJD1C,0.096378373
DNAJC13,0.096374716
ITSN1,0.096367768
CAP1,0.096362852
FCER2,0.096354833
HSD17B7,0.096353115
DCTN4,0.096336109
CCL25,0.096332423
JOSD1,0.096321737
FOXA2,0.096290876
ALG1,0.096239045
ATP13A1,0.096232005
CYP4F8,0.096224846
CYTL1,0.096223083
FBXO15,0.096221005
B3GAT2,0.096213132
IRS1,0.096204499
LOC644762,0.096201068
LOC729732,0.096200365
LAG3,0.096191826
AACS,0.096141838
FRY,0.096134934
DNAJB6,0.09613156
GLI1,0.09613141
MAPRE3,0.096131146
KRTAP4_12,0.096126052
EIF2AK3,0.09612407
CCHCR1,0.096123522
HMHB1,0.096101
LCE3E,0.09609934
BLOC1S3,0.096091231
GPRASP1,0.096084008
CTSO,0.096077172
CHRM2,0.096052518
LRRC37A3,0.096049743
DPEP3,0.096048524
HDAC10,0.096032807
MED27,0.09602859
LCE1F,0.09601108
FAM161A,0.096010463
DNAJC11,0.095975341
BCAR1,0.095973321
HSPA13,0.095971362
FSIP1,0.095970292
LOC100132249,0.095969413
HNRNPH2,0.095969013
BCOR,0.095968636
EPC2,0.095965917
KAAG1,0.095962638
B4GALNT4,0.095957211
IGDCC4,0.09595653
HELLS,0.095944037
COL23A1,0.095923185
ASB5,0.095922228
KHDRBS2,0.095921848
CHST5,0.095916261
ATP6V0A1,0.09590978
FAP,0.095905367
CTRB2,0.095901082
KLHL3,0.095896119
KLHDC8B,0.095893219
CCDC117,0.095891193
CASP1,0.095867955
MED31,0.095864654
CDK5R2,0.095853084
MED13L,0.095846578
ACSM1,0.095844617
CSNK1G3,0.095814445
DKK4,0.095804543
HRH4,0.095797661
CCR10,0.09578141
CSTF2,0.095779859
DNA2,0.095778191
GINS2,0.095777074
GOLM1,0.095764042
MADD,0.095757253
ELP3,0.095754634
MAPRE2,0.095748042
LRRC6,0.095740856
ENSA,0.095710874
ACRBP,0.095702543
EPCAM,0.095692769
LYPLAL1,0.095689559
C7orf43,0.09568499
GHRHR,0.095682344
COBLL1,0.09565924
BARX1,0.095652846
DCPS,0.09562811
ATP1B3,0.095623288
KIAA0100,0.095606699
HOXB7,0.095602019
LIN28B,0.095599441
CCR5,0.095574449
EIF3M,0.095566531
CC2D2A,0.095550617
FBXW7,0.095544979
ASXL3,0.09554116
DMGDH,0.09553181
DNAJA4,0.09552855
AFTPH,0.095511049
MAMSTR,0.095509669
KRR1,0.095496578
EFNA4,0.095487679
GRAMD1A,0.095478
FLVCR1,0.095471266
MAFG_AS1,0.095468766
CDKN1C,0.095437269
CHIC2,0.095435507
EIF6,0.095431584
CXCL16,0.095418506
AKAP6,0.095411611
ATP2A2,0.095391925
CLSTN3,0.095384266
DYM,0.095381917
ASH1L,0.0953788
BRF2,0.095374062
ACTR3BP2,0.095364416
DOPEY2,0.095351468
ADAMTS5,0.095350291
LRRC61,0.095349208
DTWD2,0.095347416
KLHL9,0.095335324
IRX3,0.095334574
GRPEL2,0.09531924
HAPLN1,0.095311043
FAM86DP,0.095307225
FGD5,0.095291265
CABLES2,0.09527906
ACSL3,0.095273249
DNAJB14,0.095259825
CKAP2,0.095236094
ABL2,0.095225303
FRAT1,0.095221959
ETV6,0.09521562
ABCB8,0.095214561
DUSP9,0.095196041
EDEM3,0.095189611
CCNY,0.095183939
CUL3,0.095181975
EXOC5,0.095173376
GSR,0.095164177
LINC00608,0.095164028
LZTFL1,0.095143903
HRH1,0.095140515
MGMT,0.095138066
CBX2,0.095130588
C6orf136,0.09512656
FAM8A1,0.095126369
LMO4,0.095122882
LOC729683,0.095120979
HIST1H4C,0.095111702
ARL6IP5,0.095103009
COTL1,0.095102477
INTS1,0.095101451
DCLK1,0.095086328
CTNND2,0.09505768
CCDC125,0.095053783
GPR150,0.095051881
FAM189A1,0.095050675
C5orf15,0.095050248
IPMK,0.095047059
ATE1,0.095029102
ITGAX,0.095027742
CLEC16A,0.09502716
FAM102B,0.095025
C2orf15,0.095023445
ETS1,0.09502178
CYTH2,0.095018923
CDCA5,0.094976201
CHD6,0.094976196
CNTN6,0.094941291
GLS2,0.094927953
GOPC,0.094895186
KLK9,0.09488856
IGSF21,0.094881613
CSE1L,0.094879045
ADAT3,0.094870792
C22orf15,0.094860996
ADAM29,0.09484888
C6orf15,0.094838322
MEFV,0.094838097
GTF2E2,0.094830811
ACAD10,0.094826718
ING5,0.094822656
ACAT2,0.094819753
FOXK2,0.09481352
LY6G5B,0.094806332
ARHGEF12,0.094789957
GALP,0.094786818
FCGR1B,0.094770223
KCNQ1,0.094764798
MAP3K9,0.094764365
IL9R,0.094744908
CCDC61,0.09474149
AADAT,0.094700975
GUCA2A,0.094698683
ICAM3,0.094695598
GNG4,0.094691612
CENPV,0.094691036
BCL6,0.094678251
C2orf69,0.094678192
ATXN7L2,0.094670419
BBS12,0.094663054
FAM57A,0.094662469
LONP2,0.094661948
CD46,0.094653822
KITLG,0.094653577
ACTR3,0.094643328
CENPO,0.094639904
ABCF3,0.094623549
CMTM7,0.094603362
ADRA1B,0.094603014
B3GALT1,0.094580026
DGCR8,0.094565637
LHX1,0.094562289
CAPZA1,0.094533074
DNAJC10,0.094513071
DIRAS1,0.094509589
DEFB132,0.094506003
GSK3A,0.094472863
CANT1,0.094461696
APEX2,0.094454972
ERI2,0.094454451
KIF22,0.094447559
CTC1,0.094444447
GNB1L,0.094437057
ALG12,0.094436627
GDAP1L1,0.094429021
GAP43,0.094418861
APOL4,0.094399505
MAEL,0.094384214
CA4,0.094361671
C8orf31,0.094361517
CUL5,0.094346879
ALOX15B,0.094343198
C9orf129,0.094338598
IDH3A,0.094336926
BRF1,0.094335602
INHBC,0.094323317
HGC6_3,0.094316119
HNF1A_AS1,0.094313605
MEIG1,0.094303448
FBXO41,0.094295595
HTR1F,0.094289289
CNR1,0.094285404
HIST1H4D,0.094282022
HAUS3,0.094277289
HLA_DPB2,0.094273082
GLUD2,0.094271183
MACROD1,0.09425572
IER3IP1,0.094216476
HIST1H2AC,0.094216351
M6PR,0.094215561
FGF9,0.094215035
GTF2H3,0.094210035
ANKRD10,0.09420986
CPNE3,0.094202708
LGI4,0.094191446
KCND1,0.094187131
LCE1A,0.094182856
FBXL3,0.094182415
KCNB1,0.094172158
FBXO36,0.094165685
MAGEL2,0.094165228
C1orf174,0.09416263
GOLPH3L,0.094159901
LSAMP,0.094147289
GLUD1,0.094146806
KCNS2,0.09413898
CCDC88A,0.094134087
HSP90B1,0.094131394
BSND,0.094130773
INPP4A,0.094128145
AMIGO1,0.094128074
IFT140,0.094127272
CSNK1A1,0.094114744
MED4,0.094106494
ATRIP,0.094106039
HIST1H1D,0.094105716
FBXL8,0.094104987
ARID4A,0.094099706
LOC728613,0.094099259
LTB4R,0.094092207
LOC100270746,0.094084356
FLJ23867,0.094082454
MCTP1,0.094066513
MEI1,0.094046594
GPR107,0.09404231
EGR4,0.094040494
CTSK,0.09403506
ADCY9,0.094027189
BRD3,0.094012124
C9orf78,0.094003184
MAOA,0.093997054
FCGR2A,0.09399541
ANKRD16,0.093983657
CCNB1,0.093956944
HOXD8,0.093943516
EDC4,0.09394223
CSF3R,0.093936476
FBXW9,0.093930354
CEACAM21,0.093914811
GORASP1,0.093899347
GSK3B,0.093896661
DCC,0.093894193
CYP2W1,0.093891615
AFF1,0.093879173
MEF2D,0.093877811
EML6,0.093866296
ERP44,0.093862498
LINC00471,0.093857852
GPHA2,0.093839679
GRAP,0.093829778
ASB6,0.093825696
ATG7,0.093822153
DDX51,0.093814693
B3GALT2,0.093812925
MAPKBP1,0.09379214
MAST3,0.093780368
CD8A,0.093772254
ADSS,0.093765156
DLGAP2,0.093761399
GHSR,0.093756447
ELAVL3,0.093750544
IPW,0.093742245
GPR12,0.093735144
KLF16,0.093729925
CTNNBIP1,0.093716656
C3orf38,0.0937004
DPY19L2P2,0.09369702
CSPG5,0.093695161
BCR,0.093692198
DDR2,0.093691742
ARL1,0.093690889
KIAA0895,0.093685982
BNIP3,0.093682482
GAS2L1,0.093681226
ACTR6,0.093654552
FMR1,0.093651807
ISLR,0.093645202
CCDC88B,0.093633912
LTC4S,0.093631281
CDC42EP5,0.093626265
C4orf48,0.093617694
MARK3,0.093603276
ETV1,0.093601858
ACACA,0.093600119
CCDC3,0.093599713
CARM1,0.093587793
DEF8,0.093583439
DDX54,0.093570752
CLCC1,0.093557815
ERCC1,0.093536663
MAPK9,0.093524718
CISH,0.093507827
KRT85,0.093503523
CHST13,0.093502984
CLINT1,0.093497246
JPH1,0.093489034
EXOC4,0.093475136
CEND1,0.093463304
LRRC3,0.093460866
FMN2,0.093452137
IL21R,0.09344893
C12orf10,0.093443199
DCUN1D2,0.093425953
CAMKK1,0.093424649
FBXL17,0.093414931
MGC16025,0.093412254
KRTAP13_4,0.093407643
JRKL,0.093397446
DHRS11,0.093393585
CXorf57,0.093392381
KLHL26,0.093382088
GPLD1,0.093371886
CHML,0.09336633
KAT2A,0.093362022
FBXO2,0.093354043
C15orf39,0.093353365
BCAS4,0.093328199
HIST1H2BO,0.093311867
CHRM1,0.093309422
CABP1,0.093305919
FBLN5,0.093304347
LYST,0.093303501
CBFB,0.093282236
FOXK1,0.093277194
KRTAP10_12,0.093277021
ENGASE,0.09327142
MAP3K12,0.093257615
ISM2,0.09325313
FGF13,0.093228878
CCDC134,0.09322727
