gene,correlation
CIB3,0.331404701
HMGB1,0.331386115
ACTR1A,0.331365099
FIBCD1,0.33134208
EIF3B,0.331321633
CABP7,0.331300545
GFM2,0.33128351
HS2ST1,0.331273975
EARS2,0.331253665
AGTRAP,0.33124394
GPC6,0.331224449
CAPN2,0.331194717
BMPR2,0.33116292
LACTB2,0.331141277
CYBA,0.331104642
CDC42SE2,0.331051047
KRTAP4_12,0.331049058
CCDC85C,0.331017088
DYNLT1,0.330993978
CUL7,0.330888011
KYNU,0.330862639
FLVCR1,0.330852124
EMP1,0.330846554
HMGCS2,0.33079218
CILP2,0.330787472
KAT2B,0.330775326
CD4,0.330702523
FXYD5,0.330676954
MAF,0.330667782
CYHR1,0.330650659
CRYZ,0.330626849
CLIC6,0.330589639
BCAP31,0.330565761
CMTM5,0.330563675
CCND3,0.330545859
KCTD6,0.330528798
C2,0.330518665
INHBB,0.330498066
HHEX,0.330485217
COL16A1,0.330438852
FAM138E,0.330431091
GPR156,0.330428059
CEBPD,0.330401479
FAM96A,0.330392687
FLVCR1_AS1,0.330378285
MED24,0.330377191
DST,0.330334341
KIF3C,0.33030932
FAM105A,0.330307024
DNAJC5,0.330248864
GYG2,0.33024435
LOC728739,0.330226627
ATL1,0.330184016
CENPM,0.330183563
DNAJB2,0.330116716
DHH,0.330110529
ADAM10,0.330106405
CCL28,0.3300999
BDH2,0.330061157
GNAO1,0.330054289
CHST3,0.330038033
LAMB1,0.329983912
GRM5,0.329979913
BDKRB2,0.329977593
MAPKAP1,0.329973531
KCNMB2,0.329950806
AGAP1,0.329934921
KCNAB1,0.329926063
DEPDC7,0.329906797
ANKRD52,0.329853983
GNAL,0.329811269
FANCF,0.329807096
ARHGAP17,0.329788172
DNAJC6,0.329765305
COPZ1,0.329747242
GFRAL,0.329743075
BIN1,0.329722583
GDF10,0.329675675
COL4A1,0.329645875
MEGF11,0.329445412
GPR37L1,0.329425556
B3GAT2,0.329384081
F2RL1,0.329367678
FERMT1,0.329333345
CRIP2,0.329282115
C8orf46,0.329281859
ASS1,0.329248903
DDIT4L,0.32924679
FLRT1,0.329243515
GCLC,0.329241443
HSD17B8,0.329227907
CYP11A1,0.329208152
CLINT1,0.329189409
C2orf69,0.329148312
CDK5R2,0.329082915
AP3M2,0.329018989
AASS,0.329015525
HEY2,0.328961323
DYRK3,0.32893995
DHX37,0.328932186
CD151,0.328915798
BTC,0.328860884
CCNH,0.328852681
C21orf2,0.328794674
MDK,0.328754294
KCTD17,0.328736945
KLHL26,0.32864235
CHAD,0.328634019
MGRN1,0.328595418
IFI6,0.328592172
AGPAT1,0.328568402
ABHD2,0.328500401
DOK4,0.328465378
FLT3LG,0.328456023
BNIP2,0.328449867
CCL22,0.328389108
FOXA2,0.328387181
KRTAP10_11,0.328347252
EPN1,0.328289158
HEATR5A,0.328232848
DHRS4,0.328177156
DPP6,0.328111133
BEST1,0.328110019
A2ML1,0.328095576
KIAA1324,0.328057992
FOXD3,0.327957396
ADAMTS14,0.327780397
DDN,0.327768145
GNB4,0.327720795
GCDH,0.327710261
LRRC2,0.32767504
ALG1L,0.327578886
ALMS1,0.327564329
GORASP2,0.327557536
ANG,0.327553526
CISH,0.327537057
C14orf132,0.327515774
GRN,0.32751408
GRP,0.327504365
FCGRT,0.327472345
CYP4Z1,0.327466161
CHL1,0.327446749
COPS4,0.327429031
CBL,0.327422041
C16orf95,0.327411752
IL12RB2,0.327383249
FAM98A,0.327351362
ID4,0.327349234
FAM155B,0.327337322
EFS,0.327307187
CXCL16,0.327305444
DHRS2,0.327293991
BMP10,0.327292345
ABCG8,0.327261255
METTL5,0.327258736
INHA,0.327250146
KPTN,0.32723188
ANGPTL6,0.327218235
LPXN,0.32716581
C16orf58,0.327115596
MERTK,0.327112308
ADAMTS8,0.327079384
CISD3,0.327022478
IGSF11,0.326955812
CCL25,0.326833879
EIF3M,0.326816869
C6orf62,0.326789193
CENPB,0.326786664
C8G,0.32676524
DCAF15,0.326743256
AHR,0.326736531
CHRDL1,0.326723847
ENY2,0.326690423
ABCA1,0.326679621
ALDH5A1,0.326645146
ATF3,0.326369916
C1orf53,0.326302913
ITPKB,0.326266531
HSD3B7,0.326213674
ALPL,0.326162139
C3orf14,0.326151626
ABHD4,0.32613338
LHFPL2,0.3260965
FBXL16,0.326048186
C5orf49,0.325999601
ENKUR,0.325988294
COX19,0.325864946
GRID2,0.325832916
EXOC4,0.325790353
AIF1L,0.325713839
DECR1,0.325699429
CORO1C,0.325675109
CD63,0.325626835
EGLN3,0.325600189
C3orf70,0.325596349
C5,0.325560761
METTL6,0.325529365
ITGA5,0.325506003
ATG4C,0.32548659
LITAF,0.325484917
CBFA2T3,0.325455851
CXCL3,0.325453974
DYRK1B,0.325418525
DARS,0.325390211
C22orf15,0.325367874
CD79A,0.325351685
GPSM1,0.325350355
FUT10,0.325320772
DYNC1LI2,0.325301205
INPP4B,0.325262919
HARS2,0.325260897
EDF1,0.325258109
AMIGO2,0.325221071
FGF1,0.325200184
ACTR8,0.325167766
ENAH,0.32516745
GTPBP8,0.325165995
DAB1,0.325148604
DAB2IP,0.325122413
GFAP,0.325118085
GGNBP1,0.325096798
FGFR4,0.325094449
BEX2,0.325089376
IGF1,0.325075701
DPYSL2,0.325054773
ISX,0.32505006
CNPY3,0.325006384
FUT4,0.324942348
FAM120A,0.324903132
DPY19L3,0.324899715
FAM184A,0.324887729
DCAF13,0.324872195
DGKH,0.324832703
ANKS1B,0.32482039
ARPC5L,0.324729882
HTR7,0.324675408
LAMC3,0.324651151
ATP6V0E2,0.324611887
HDAC11,0.324597293
CARD16,0.324573205
KLHDC8B,0.324559978
DAP,0.324470792
GALNT14,0.324423895
HEY1,0.324390673
GAB2,0.32438839
AJAP1,0.324344681
CCDC102A,0.324343458
KIF22,0.324326217
EEA1,0.324316868
ETNK1,0.324307298
KIF1C,0.324290722
AMOT,0.324285211
CPSF2,0.324279025
KIAA1468,0.324218509
FOXRED2,0.324202675
HADHA,0.324166221
ERC2,0.324128098
MARCKSL1,0.32411075
CHSY3,0.323990797
AK3,0.323931561
CLCN7,0.323912273
DNAJB7,0.323911085
ELF1,0.323867945
DUSP9,0.323842393
AKAP5,0.323781365
DYRK2,0.323760179
INO80D,0.323747815
GRM3,0.323631911
MAL,0.323622878
AHNAK,0.323584776
CREBL2,0.32358167
ACACA,0.323472943
DLGAP4,0.32342722
FADS3,0.323390008
CSNK1A1,0.32331637
ADCYAP1R1,0.323297604
CASP6,0.323294882
KRTAP17_1,0.323293281
GSG1L,0.323263283
CAPZA1,0.323223624
LRP4,0.323187753
CHMP2A,0.323169211
EMID1,0.323112233
APOD,0.32310033
HIST1H2BO,0.323083557
LHX2,0.32303488
CPT1A,0.323005229
APLP1,0.32299482
FAM184B,0.322971359
CSRP1,0.322918778
HSPH1,0.322906364
ATP6V1C1,0.322893459
CTNS,0.322880406
KSR1,0.322848555
GRID1,0.322812909
IKZF2,0.322809766
LOC100132249,0.322781169
C9orf16,0.322775951
FTO,0.322739714
FOXO1,0.322722887
HAUS6,0.322667617
BMF,0.322617407
ATP1B2,0.322607053
KIAA0100,0.322599306
ADIPOR2,0.322444832
ACAD9,0.322441703
ESPL1,0.322431469
DCST2,0.322376684
DDAH1,0.322361561
ADCY5,0.322319801
ACPP,0.322293048
ENHO,0.322284386
ITFG1,0.322266174
MAST3,0.322252158
ATRIP,0.322225922
C17orf51,0.322176844
KRTAP10_6,0.322174212
FAM124A,0.32210528
HNRNPKP3,0.322059126
GAMT,0.322031202
FOXJ3,0.322022771
GPRC5B,0.322009514
JPX,0.321982583
DYNC1I1,0.321960782
FAM84B,0.321952383
BAIAP2,0.321946042
APH1B,0.321943117
GSTM4,0.321888432
CORO1A,0.32187771
CD37,0.321867985
DTX3L,0.321843007
DNAJA1,0.321819689
ACTR10,0.321814182
HTRA3,0.321813431
ACRBP,0.321801854
HSPA9,0.321794308
ISL1,0.321784034
HINT1,0.321756113
ARNT2,0.321753647
ESD,0.32163592
HOMEZ,0.321593448
DPYSL4,0.321563553
ASIP,0.321539532
CDH3,0.321534559
KRTAP13_1,0.321515562
CA10,0.321511652
GDF15,0.32149016
GIMAP4,0.321488049
CLSTN2,0.321455619
LIMD2,0.321436556
FAU,0.321432328
CDK5R1,0.321430774
KIF13A,0.321373268
F2R,0.321303969
FGFRL1,0.321270314
FAHD1,0.321169694
DNAJC15,0.32113194
LAP3,0.321110577
EPHA8,0.321062973
ANAPC13,0.321055612
KISS1R,0.321051858
DPF1,0.321013859
KCNB2,0.320983086
DDX60L,0.320979495
CHST5,0.320973465
DLG4,0.3209576
B3GAT1,0.320943996
DCC,0.320733157
LAMC2,0.320733039
HLA_H,0.320693128
AKIRIN2,0.320688006
DUSP16,0.320678295
C1orf54,0.320673073
ACAT2,0.320668319
FBXL2,0.320611757
LRP11,0.320604639
KIF1B,0.320604492
HPS3,0.320600243
GGCT,0.320584064
EGR3,0.320524544
CADM3,0.320486372
COL4A2,0.320480684
DNAJC7,0.320458562
B4GALNT4,0.320440117
HGSNAT,0.320419921
FAM149B1,0.320405972
CTC1,0.320396024
MAOA,0.320379318
FKBP14,0.32036649
DSE,0.320332103
HIP1,0.320282118
LY6E,0.320252757
GRB10,0.320244027
FGF3,0.320223095
MALL,0.320192676
LPP,0.320176913
B4GALT3,0.320108467
GJB6,0.320086055
ANKRD11,0.320080039
DFFA,0.320062206
MAMSTR,0.320055937
HIC2,0.320038452
FSCN1,0.320037795
MAGEE1,0.320029855
MAB21L2,0.320017709
DLEC1,0.319991907
KRTAP19_8,0.319975742
LPL,0.319967512
CAPRIN1,0.319962506
DEFB118,0.319939264
EXOC3L2,0.31990948
EME2,0.319886374
BSN,0.319876419
GABARAP,0.319874293
C20orf194,0.319805721
LETM1,0.319794518
MED16,0.319762627
EHBP1L1,0.319745621
EN2,0.319728658
DGCR6,0.31970494
ACOT8,0.319692953
FEZF2,0.319671996
CYSTM1,0.31963744
LCNL1,0.319633891
CSPG5,0.319624043
LOC729683,0.319597551
LRRC61,0.319584439
HSD11B1L,0.319551564
EPB41L4B,0.319517515
LYPD3,0.31950122
BCL7C,0.319493897
KRBA2,0.319454135
BAMBI,0.319388782
FRMPD3,0.319334465
C8orf33,0.319331951
CD247,0.319307822
FXYD6,0.319257062
FHOD3,0.319255856
ARRB2,0.31922573
GPSM3,0.319207326
LRRN1,0.319205189
ASB4,0.319180783
DVL1,0.319142813
GPRIN1,0.319130796
CNGB1,0.319079664
FUCA1,0.318996806
CYP4X1,0.318958164
CLU,0.318955473
EFHB,0.318922378
EXOSC6,0.318888811
CLCN6,0.318885085
KRT83,0.318859337
DOCK4,0.318853982
HDDC2,0.318835085
C7orf25,0.318800813
EYA1,0.318796042
HRH1,0.318758463
CTDSP2,0.318743035
ANP32C,0.318737192
AP1M1,0.318730665
AQP1,0.318708653
ASH2L,0.318641212
BUD31,0.318636669
CHCHD2,0.318625632
ATL3,0.318608301
DDX52,0.318599376
KDR,0.318598706
CACNG3,0.318557216
GRK5,0.318529865
GANAB,0.318504532
LXN,0.318481365
GFRA4,0.318477362
FEM1A,0.31847437
HSDL1,0.318463967
CCDC141,0.31842321
MAPK8IP3,0.318398174
BLOC1S2,0.318390466
L1CAM,0.31838579
IFITM2,0.318336976
EXOC5,0.318307309
BTG3,0.318239334
DOC2A,0.31817923
CPNE5,0.318143798
BBS2,0.318093867
KCTD13,0.318077192
BHLHE22,0.318048909
BCL2L13,0.318046919
GSX1,0.317981169
DOCK7,0.317962259
GPR107,0.317957257
AQP7P1,0.317883378
FHL1,0.317762886
KRT10,0.317759437
ERI3,0.317753592
CYB561,0.317702539
IDI1,0.31769543
CCNB3,0.317694036
LRRC63,0.317657446
GAP43,0.317655591
GKN1,0.31757084
C6orf89,0.317562668
LOC730183,0.317484704
EIF4EBP2,0.317482757
CD200,0.317469502
CDKAL1,0.317460824
ITGB4,0.317327099
ATE1,0.317321981
GLTPD2,0.31730629
APPL2,0.317270629
FAM174A,0.317248048
GNAZ,0.317204085
MAPKAPK2,0.31719094
FUNDC1,0.31718404
KCTD15,0.317158057
FAM136A,0.317155727
DUSP22,0.317153675
BEND3,0.317139028
EXOSC8,0.317089292
GDA,0.317076685
LINGO1,0.317074482
BCKDK,0.317070113
IGF2R,0.317043538
FOXO4,0.317040954
LASP1,0.316989459
EPHA7,0.316964804
CTR9,0.316952785
JAK3,0.316906074
MAN1B1,0.316869772
AMBRA1,0.316835163
BYSL,0.316773133
CALM2,0.316716551
EEFSEC,0.316680783
MEA1,0.316672322
AVP,0.316662684
CXorf67,0.316638788
ARID1A,0.316628281
CRIP3,0.316622638
CBX2,0.316596476
ANKRD33,0.316574556
FBXO7,0.316567048
IKZF4,0.316554967
ACOX1,0.316532021
CLCA4,0.316513771
C2orf70,0.316503145
CLASP1,0.316502249
HIST1H2BD,0.316484771
FN3KRP,0.316468668
FAM20B,0.316463738
FANCB,0.316424912
DSP,0.316420562
HIST1H2BI,0.316419194
BCORL1,0.316397798
FABP6,0.3163738
FBXW2,0.316336006
KIF13B,0.316314229
FNIP2,0.316309175
CPZ,0.316234976
BAZ1A,0.316228155
CHCHD5,0.316195409
DCAF4,0.316194309
METTL16,0.316183819
CNTNAP3B,0.316157115
CASP10,0.316135317
CTBP2,0.316112528
AMDHD2,0.316082682
BCORP1,0.315896318
ARMC10,0.315842562
CHST7,0.315817591
HSPD1,0.315801401
DRG2,0.315763511
DSTN,0.315744765
EID1,0.315744299
BDNF,0.31573999
ANAPC5,0.315705161
ERBB3,0.315700788
GLTP,0.31569411
GIMAP8,0.315667139
MAN2B2,0.315586985
GGN,0.315586854
MGP,0.315578528
ISLR2,0.315565007
INPP4A,0.315482096
HMHB1,0.315394173
CCNF,0.315385739
KLHL13,0.31538044
CD226,0.315316898
BRF2,0.315284103
EFHD1,0.315277713
GTPBP1,0.315186713
GREM1,0.315172076
CD58,0.315131303
CDV3,0.315110006
L3MBTL4,0.315105077
GPM6A,0.315072942
KRTAP5_8,0.31506361
DIMT1,0.315056458
ICMT,0.315003781
KRTAP6_3,0.314971801
DDRGK1,0.314955995
AKAP13,0.31494415
GINS3,0.314943525
AFMID,0.314935997
KLHL36,0.314917775
FIG4,0.314879768
CRB1,0.314835905
CHAC2,0.314827583
MEGF10,0.31480582
HIST1H2BH,0.314798371
CLIC4,0.314778963
GTF2E1,0.314760188
MIB1,0.314720941
ACP2,0.314697127
CYGB,0.314679045
KRTAP19_1,0.314663883
C2orf81,0.314662099
HIGD2B,0.31465253
B4GALT5,0.314611037
CRK,0.314610514
LRRIQ1,0.314602359
HADHB,0.314599181
DAAM2,0.314497648
AFF2,0.314497341
ARFIP1,0.314489771
HMBOX1,0.314470332
CA2,0.314451871
FASN,0.314410209
EML4,0.314368624
DDX25,0.314366301
CD59,0.3143611
C7orf61,0.314359901
FBLN5,0.314340262
FMO2,0.314338067
HEPACAM,0.314337414
GPR139,0.314330022
AMZ2P1,0.314307997
MEAF6,0.314303933
C1orf56,0.314275975
ECT2,0.314264581
GOLIM4,0.314252587
CHMP4C,0.314231238
MGAT3,0.314210391
CBR4,0.314209545
ACSS3,0.314206958
ARHGAP12,0.314169605
GLB1L,0.314163557
DNM2,0.314142354
LFNG,0.314123885
KRT78,0.314116472
LRRC3,0.314095082
HECTD2,0.314072578
DPEP3,0.314064762
FAM131C,0.314016289
KDSR,0.314007702
GSTP1,0.314006487
FAM107B,0.3139974
ATP6V1G2,0.313995645
AP1G2,0.313993584
FAM49A,0.313979745
DEFB123,0.313971611
DNER,0.313940055
LYRM1,0.313918656
ATF7,0.313910334
GPR39,0.313903926
GTF2H1,0.313896161
EIF6,0.31386683
EIF5AL1,0.313811678
ANXA7,0.313803927
ABI2,0.313801035
MAPT,0.313753547
MDH2,0.313696609
HIF1A,0.313671093
LINC00174,0.313632361
MAFA,0.313621018
ERBB4,0.31361745
CNOT6,0.313598622
KIAA0754,0.313595598
HDGF,0.313541725
LRP3,0.31353654
FBXO44,0.313518859
KLHDC8A,0.313503183
JUND,0.313501275
GSR,0.313473994
C4orf19,0.313458761
LCE1C,0.313404967
LCE1D,0.3133973
C12orf76,0.313396499
LOC100270746,0.313391395
CREB3L2,0.313373176
C12orf66,0.313354703
FRRS1L,0.313327791
HIST1H2BJ,0.313310644
AKR1C4,0.313289274
CLN5,0.313272764
CRLF3,0.313261085
CSGALNACT1,0.313247952
CTF1,0.313244289
FBXL7,0.313235659
GHRHR,0.313208445
BTRC,0.313183394
CILP,0.313180922
BTN3A2,0.313176777
COL9A1,0.313166833
FAM50B,0.313150207
CYP4F8,0.313149934
HSPA5,0.313149608
ADRA1B,0.313102781
CAMK2N1,0.313100391
CDH20,0.313096362
INSIG1,0.313078406
ART5,0.31307448
HIST2H2AB,0.313062276
IMMT,0.313058527
BET1L,0.31305647
MFSD1,0.313003165
FAM83E,0.31298237
CD55,0.31294521
MAN2B1,0.312885545
CAPRIN2,0.312841084
HUS1,0.312825304
ARF3,0.312808889
DCT,0.312775555
AAED1,0.312766202
MAP7,0.312626943
CNRIP1,0.312616548
LRRC24,0.312584354
EIF2S1,0.31255967
BMPR1B,0.312558493
BCAP29,0.312553309
LOC441454,0.312540333
LGALS3BP,0.312536936
GPR143,0.312493724
CNNM4,0.312480085
EVPL,0.312475155
EMD,0.312456606
ANO10,0.312411316
HHIP,0.312336206
BAG1,0.312312782
LIMS2,0.312305365
LINC00158,0.312286382
ADAMTSL3,0.312277737
CMTM6,0.312268941
BTN3A1,0.312222932
FDPS,0.312156735
LRIG1,0.312153867
HPCA,0.312151328
MASP1,0.312148514
C7,0.312147952
ADSL,0.312140353
IST1,0.312139213
D2HGDH,0.312114239
GRK6,0.312104017
APLNR,0.312101711
AKR1C1,0.312096452
BHLHB9,0.312069748
BIRC2,0.312006765
ASRGL1,0.311976825
CAP2,0.311970426
ATXN1L,0.311964007
CD248,0.311962866
H3F3B,0.311935287
ETF1,0.311933552
CRCP,0.311918546
AP3B2,0.311907409
INTS1,0.311800668
CBX6,0.311794641
BATF2,0.311790241
BRMS1L,0.311784641
CHRNA4,0.311756987
CNTNAP3,0.311738232
KCNAB2,0.311726247
COPS8,0.311722522
LONP2,0.311714277
AMN1,0.311713185
CASKIN1,0.311694562
CLDN15,0.311688621
COBL,0.311684708
DCAF7,0.311676051
CCDC15,0.311662512
CALR,0.311640344
LRRC15,0.311633657
ASPA,0.311607128
DPH5,0.311603199
IFT88,0.311576897
FAS,0.31157264
DGKA,0.311570746
CD82,0.311553966
COX7C,0.31148606
ARHGAP5,0.311460788
MICALL1,0.311353593
AMPD2,0.311339427
LOC286359,0.311261015
CHAT,0.311250903
CFDP1,0.311244776
CLPTM1,0.311215703
GPI,0.311201307
CCDC74B,0.311194713
DCAKD,0.311190636
GBP3,0.311166407
FAM133A,0.311150679
FAM83H,0.311138807
CHTF18,0.311115445
HBEGF,0.311108737
HOPX,0.311108347
FAM201A,0.311107708
ARL3,0.311107271
CALM3,0.311094411
CRABP2,0.311090821
HTATSF1,0.311039544
CALM1,0.311038517
CDO1,0.310985299
HIST1H2BM,0.310965217
C10orf90,0.310926175
ITGAV,0.310901767
ANP32B,0.31090155
FUK,0.310891387
LOC390705,0.310891376
HNRNPH3,0.310862816
GALNT2,0.310843476
ANKRD40,0.310820955
APC,0.310770057
CABLES1,0.310752733
DCTD,0.310729292
GGT3P,0.310708699
CALCA,0.310676654
CLASP2,0.310669854
HNRNPM,0.310634379
MEF2D,0.310623132
CACNG1,0.310592286
CCDC137,0.310584262
CXCL14,0.310572932
FUT6,0.310567187
FAM19A1,0.310564354
FUT8,0.310551979
CTNNA3,0.310548337
CYLD,0.310519405
IL27RA,0.310451494
DNAJC13,0.310449655
KIF1A,0.310443155
CDK6,0.310425744
LLPH,0.310399291
CHRAC1,0.310362839
AP3D1,0.310360328
ARPP19,0.310318715
HIST1H2BN,0.310270669
EPHA5,0.310263538
COMMD9,0.310196944
GCAT,0.310179954
CAPNS1,0.31016958
G3BP2,0.310122282
CBLN1,0.310109085
LOC391322,0.310075609
KCNQ3,0.310073172
ISG20L2,0.310067034
FGFR1,0.310065721
GUSB,0.310060968
CASP7,0.310032451
CANT1,0.310014126
ANXA2R,0.310007383
FAM173B,0.3099995
AGK,0.309997411
CYB5A,0.309982243
DEDD,0.309972881
C3orf22,0.309950882
BCAR1,0.309941716
DPF2,0.309934865
H6PD,0.309887184
EFCAB6,0.309879687
AFF3,0.309858143
ALDH16A1,0.309857665
HHIPL1,0.309857368
HIST2H2AC,0.309856569
BTNL9,0.309830624
CISD1,0.309823731
ACTA1,0.309820022
C9orf163,0.309795614
KLF10,0.30978108
ASB10,0.309774825
LSP1,0.309762177
LRP6,0.309756383
C1orf216,0.309737145
CEP70,0.309720054
C6orf15,0.309656163
CCNC,0.309637312
JPH1,0.309631742
FDX1L,0.309625202
IGF2BP2,0.309621257
FBN3,0.309583634
GPATCH2,0.30955433
APRT,0.309553009
IPMK,0.309538207
KCNA5,0.309528832
FAM131A,0.309522997
FAAH,0.309461711
AARS2,0.309458454
ENC1,0.309444535
H2AFY,0.309437915
B3GNT8,0.309415986
DNAJB4,0.309414604
ADARB2,0.309385872
ISOC2,0.309348021
LAMP2,0.309292656
CYP2W1,0.309274649
COL1A2,0.309261355
DGCR6L,0.309246588
HES4,0.309236332
HYOU1,0.309214774
ACADSB,0.309214028
BPTF,0.309206405
HOXB13,0.309201547
MED10,0.309198532
CLTCL1,0.309191552
EXOSC3,0.309130904
ADAMTS19,0.309123529
ERMN,0.309086035
CALN1,0.309072621
FABP1,0.309048438
CABP2,0.309008039
LHFPL4,0.308977138
HLA_DPB2,0.308965128
GALNT7,0.308947898
C7orf57,0.308937369
ISYNA1,0.308934657
CSNK1G1,0.3088802
ANXA4,0.308876169
DNAJC19,0.308872358
LOC400684,0.308863244
KDM6A,0.308793
CHMP4B,0.308789679
MAVS,0.308754033
AP2S1,0.30874382
ARL9,0.308722168
FARSB,0.308720317
FNIP1,0.308683562
ATIC,0.308675074
AP3B1,0.308669724
ALDH3A2,0.308611571
CNTN3,0.308599638
CUL2,0.308593159
LRRC37B,0.308581318
KRTAP8_1,0.308576703
DYTN,0.30853933
CCDC97,0.308534567
BMPR1A,0.308522187
CNP,0.308517215
BZW1,0.308512862
KRTAP1_3,0.308509868
GDF11,0.308504519
FOXL1,0.308491921
CTNNB1,0.308468142
KCNK1,0.30846761
LILRA1,0.308461817
CDC6,0.308453835
HEATR5B,0.308443991
ARL4A,0.30837421
KCNK6,0.308371025
MFSD11,0.308337816
GRPR,0.308323977
DZIP3,0.308316051
MAPRE2,0.308299377
CORT,0.308290347
KIF3A,0.308262742
KDELR3,0.308247448
ITM2C,0.308223473
HIST1H2AM,0.308196446
ANXA11,0.308146069
LHX3,0.30813834
BRK1,0.30813804
LRRC6,0.308120657
DUSP8,0.308096684
ACTG2,0.308075351
M6PR,0.30804432
FMNL2,0.308023275
LMOD1,0.308019666
ARL6IP6,0.308017504
BOK,0.307981215
LMAN1,0.307978655
AGTPBP1,0.307969089
AADAT,0.307953039
GYPC,0.307934068
C3orf62,0.307932555
MDM4,0.30791403
C9orf106,0.307909187
CARD6,0.307896338
CCR9,0.30787348
HLA_G,0.307857007
DNAH7,0.307853561
ASPH,0.307852614
ATP13A4,0.307852501
COL6A3,0.307801645
IFITM4P,0.307785127
AHCYL1,0.307760797
ASB1,0.307749409
GPC1,0.307747795
CA11,0.307745042
CLDN3,0.307727284
C6orf48,0.307725468
LMO3,0.307685293
BTBD16,0.307675481
GGH,0.307663981
DUSP15,0.307605109
JAG2,0.307583248
DDOST,0.30756568
CITED1,0.307543168
KRTAP4_1,0.307508818
DDX10,0.307508479
ACHE,0.307482111
LHB,0.307457524
ABCA11P,0.307448989
BCL2A1,0.307445073
JAG1,0.307434766
CAPNS2,0.307425854
DTX1,0.307418062
FAM196A,0.307403872
ALPPL2,0.307390291
HIST1H2BL,0.307380229
COQ5,0.307358518
LDHA,0.307347805
KCNIP1,0.307345766
LMNA,0.307312275
CABP4,0.307262705
EFNA1,0.307239223
FTMT,0.307231485
DCTPP1,0.307169554
LAMP1,0.307152697
HIST1H2BE,0.307145945
CCNL2,0.307095216
HPCAL1,0.307089137
CCNK,0.307083837
C10orf99,0.307011606
FBXW11,0.306947928
CDC34,0.30694685
KRTAP6_1,0.306944557
FGD6,0.306938769
FAM122B,0.306929489
MFSD6,0.306874973
MAP4K3,0.306861439
ATPAF1,0.306857011
CHGB,0.306842227
CCL2,0.306834287
CSNK2A2,0.306826919
BPGM,0.306822957
FECH,0.306775428
BCL7B,0.306762708
CCDC120,0.306755272
ERC1,0.306745518
C11orf71,0.306714277
C15orf59,0.306672644
LMTK3,0.306663564
HVCN1,0.306658484
METTL2B,0.306654966
ACADVL,0.306654894
LZTS2,0.306606857
CCDC121,0.30659115
C14orf93,0.306587315
GPD1,0.306580561
DTWD1,0.306551539
CLEC2D,0.306538558
DYNC1I2,0.30652793
HOXB7,0.306502856
ABLIM3,0.306500204
GZMM,0.306463559
HIST3H2BB,0.306461416
COX6A1,0.306459756
FAM46A,0.30645599
EXOSC2,0.306380732
FTCD,0.306369841
ARMCX5,0.306365383
ATP8B3,0.306351784
GNPDA1,0.306282755
HSCB,0.306232719
COL9A2,0.306230949
HIST1H2BF,0.306223555
CSTF3,0.306173997
ARRDC1,0.306123578
DHRS12,0.30610289
BCL2L10,0.306084138
C2orf88,0.306077114
CAPN10,0.306071375
IL10RB,0.306007888
FGD2,0.306005864
ANAPC11,0.306002203
ERCC2,0.305995117
CASP8,0.305994252
CTNNBIP1,0.305980143
LY86_AS1,0.305973099
DLX4,0.305968845
GOLGB1,0.305966806
HEBP2,0.305922732
CYP51A1,0.305889444
GPR152,0.305872047
DNAL1,0.305786793
CSAD,0.305767914
HSPE1,0.305760222
GPR25,0.305755573
CCDC3,0.305753533
BRD3,0.305743032
ARHGAP22,0.305734447
C16orf70,0.305732046
GRIK4,0.305705312
MAFK,0.305700159
HOMER2,0.305687156
MAPK1IP1L,0.305676813
GATC,0.30565144
CASC4,0.305645062
FBXO11,0.305624674
KPNA1,0.305574255
DNAJC21,0.305569226
C11orf95,0.305568336
ANKRD18B,0.305565201
HMGA1,0.305509624
CTTNBP2NL,0.305509361
GXYLT2,0.305475704
ATP6AP2,0.305453834
HCFC1R1,0.305450868
ERCC8,0.305440773
CTNNA2,0.305435231
AAGAB,0.305392677
ABL1,0.305387721
CHODL,0.305381621
C20orf144,0.305347087
GAK,0.305345433
AGRN,0.305331097
ADCY2,0.305324684
APLP2,0.305324568
EGR4,0.305287199
LMAN2,0.305267166
HIST1H3C,0.305233692
KRT19,0.305226754
DHRS4L1,0.305195528
DMRTA2,0.305180364
HMGCLL1,0.305179369
AURKC,0.305167609
CRLF2,0.305157379
CNIH3,0.305149147
GIPR,0.30513429
IFI44,0.30513358
LMF1,0.305129532
DGKZ,0.305093799
EPB41L2,0.305073036
DNAJC9,0.305060031
CRYM,0.30504146
EMILIN1,0.305032646
AKAP8L,0.304974684
MDFIC,0.30496465
BRAP,0.304949701
ERI2,0.304915461
CALCOCO2,0.304907094
GPR149,0.30488174
LRP1,0.304878149
C5orf22,0.304875459
ASXL3,0.304865942
CHRNA3,0.304865176
COQ7,0.304829609
CD46,0.304812419
KLHDC10,0.304797166
CLDN4,0.304796964
GPR155,0.304788468
GEMIN8,0.304780155
KIT,0.304778261
CPLX2,0.304759987
CLDN11,0.304712387
MED8,0.304695978
HGF,0.304691604
DNAJC10,0.304680313
AP2A2,0.304673172
AFF4,0.304664814
AANAT,0.304656015
GALNT11,0.304651095
ACTL6A,0.304648472
ANXA5,0.304561147
ITGAE,0.304535553
IGFBPL1,0.304514128
CREB3L1,0.304407472
DMXL2,0.30440176
LGR6,0.304380021
